 WL        Abs       T%
 261.0  3.861845   0.013745
 262.0  3.731305   0.018565
 263.0  3.729497   0.018642
 264.0  3.580416   0.026277
 265.0  3.459671   0.034700
 266.0  3.680675   0.020861
 267.0  3.601552   0.025029
 268.0  3.719667   0.019069
 269.0  3.822971   0.015032
 270.0  3.768893   0.017026
 271.0  3.637633   0.023034
 272.0  3.610034   0.024545
 273.0  3.599732   0.025134
 274.0  3.550193   0.028171
 275.0  3.795139   0.016027
 276.0  3.599146   0.025168
 277.0  3.468207   0.034025
 278.0  3.414207   0.038529
 279.0  3.540329   0.028819
 280.0  3.523541   0.029954
 281.0  3.490128   0.032350
 282.0  3.407794   0.039103
 283.0  3.509490   0.030939
 284.0  3.513813   0.030633
 285.0  3.507320   0.031094
 286.0  3.444297   0.035950
 287.0  3.432880   0.036908
 288.0  3.446808   0.035743
 289.0  3.342846   0.045410
 290.0  3.250364   0.056187
 291.0  3.146752   0.071326
 292.0  3.041864   0.090811
 293.0  2.997040   0.100684
 294.0  2.863520   0.136924
 295.0  2.747804   0.178730
 296.0  2.592433   0.255603
 297.0  2.512509   0.307249
 298.0  2.385097   0.412005
 299.0  2.256925   0.553446
 300.0  2.121566   0.755847
 301.0  2.016346   0.963061
 302.0  1.910892   1.227746
 303.0  1.820638   1.511338
 304.0  1.744328   1.801656
 305.0  1.655491   2.210596
 306.0  1.576711   2.650265
 307.0  1.502543   3.143817
 308.0  1.435825   3.665856
 309.0  1.374967   4.217285
 310.0  1.313612   4.857223
 311.0  1.257762   5.523806
 312.0  1.200817   6.297719
 313.0  1.147598   7.118719
 314.0  1.098229   7.975733
 315.0  1.054848   8.813576
 316.0  1.015115   9.657961
 317.0  0.977926  10.521417
 318.0  0.942769  11.408554
 319.0  0.909964  12.303708
 320.0  0.878840  13.217830
 321.0  0.851617  14.072869
 322.0  0.824768  14.970337
 323.0  0.799848  15.854473
 324.0  0.775501  16.768684
 325.0  0.752015  17.700459
 326.0  0.729872  18.626341
 327.0  0.710309  19.484587
 328.0  0.692397  20.305023
 329.0  0.676097  21.081553
 330.0  0.660208  21.867136
 331.0  0.645423  22.624380
 332.0  0.632354  23.315542
 333.0  0.619378  24.022686
 334.0  0.607789  24.672382
 335.0  0.597001  25.292896
 336.0  0.586374  25.919481
 337.0  0.576076  26.541424
 338.0  0.566428  27.137617
 339.0  0.561338  27.457537
 340.0  0.565735  27.180952
 341.0  0.557605  27.694599
 342.0  0.550207  28.170366
 343.0  0.542825  28.653294
 344.0  0.535931  29.111805
 345.0  0.529723  29.530918
 346.0  0.523586  29.951174
 347.0  0.517907  30.345400
 348.0  0.512208  30.746248
 349.0  0.506830  31.129332
 350.0  0.501450  31.517376
 351.0  0.495985  31.916479
 352.0  0.491096  32.277779
 353.0  0.486638  32.610836
 354.0  0.482243  32.942547
 355.0  0.477613  33.295612
 356.0  0.473475  33.614384
 357.0  0.469571  33.917904
 358.0  0.465780  34.215271
 359.0  0.462000  34.514393
 360.0  0.458327  34.807510
 361.0  0.454947  35.079441
 362.0  0.451372  35.369434
 363.0  0.447879  35.655041
 364.0  0.444377  35.943733
 365.0  0.440966  36.227097
 366.0  0.437867  36.486603
 367.0  0.434837  36.742020
 368.0  0.431736  37.005276
 369.0  0.429013  37.238045
 370.0  0.427087  37.403568
 371.0  0.422385  37.810707
 372.0  0.419732  38.042389
 373.0  0.417402  38.247044
 374.0  0.414801  38.476761
 375.0  0.412570  38.674992
 376.0  0.410108  38.894855
 377.0  0.407780  39.103931
 378.0  0.405353  39.323006
 379.0  0.402810  39.554008
 380.0  0.400284  39.784710
 381.0  0.397281  40.060738
 382.0  0.394545  40.313942
 383.0  0.391587  40.589420
 384.0  0.388489  40.879974
 385.0  0.386122  41.103401
 386.0  0.383112  41.389275
 387.0  0.379839  41.702389
 388.0  0.376629  42.011784
 389.0  0.373751  42.291122
 390.0  0.370768  42.582565
 391.0  0.367750  42.879501
 392.0  0.365111  43.140903
 393.0  0.362218  43.429169
 394.0  0.359567  43.695145
 395.0  0.357013  43.952801
 396.0  0.354510  44.206909
 397.0  0.351974  44.465836
 398.0  0.349496  44.720215
 399.0  0.347081  44.969555
 400.0  0.344619  45.225224
 401.0  0.342159  45.482185
 402.0  0.339804  45.729473
 403.0  0.337466  45.976246
 404.0  0.335158  46.221245
 405.0  0.333144  46.436172
 406.0  0.330875  46.679405
 407.0  0.328721  46.911423
 408.0  0.326704  47.129879
 409.0  0.324638  47.354527
 410.0  0.322568  47.580784
 411.0  0.320527  47.804943
 412.0  0.318612  48.016201
 413.0  0.316436  48.257442
 414.0  0.314416  48.482437
 415.0  0.312424  48.705242
 416.0  0.310663  48.903183
 417.0  0.308758  49.118202
 418.0  0.306807  49.339272
 419.0  0.304993  49.545815
 420.0  0.303112  49.760910
 421.0  0.301407  49.956589
 422.0  0.299632  50.161160
 423.0  0.297882  50.363720
 424.0  0.296196  50.559700
 425.0  0.294463  50.761795
 426.0  0.292750  50.962372
 427.0  0.291059  51.161175
 428.0  0.289379  51.359554
 429.0  0.287755  51.551880
 430.0  0.286185  51.738609
 431.0  0.284549  51.933880
 432.0  0.283012  52.118027
 433.0  0.281581  52.290081
 434.0  0.280172  52.460011
 435.0  0.278702  52.637875
 436.0  0.277282  52.810223
 437.0  0.275889  52.979908
 438.0  0.274464  53.154018
 439.0  0.272976  53.336460
 440.0  0.271482  53.520294
 441.0  0.270161  53.683315
 442.0  0.268729  53.860626
 443.0  0.267402  54.025440
 444.0  0.266136  54.183144
 445.0  0.264767  54.354134
 446.0  0.263501  54.512859
 447.0  0.262195  54.677071
 448.0  0.261083  54.817219
 449.0  0.259756  54.984974
 450.0  0.258958  55.086082
 451.0  0.257296  55.297298
 452.0  0.256259  55.429478
 453.0  0.254966  55.594761
 454.0  0.253769  55.748260
 455.0  0.252540  55.906174
 456.0  0.251481  56.042747
 457.0  0.250434  56.177914
 458.0  0.249324  56.321735
 459.0  0.248247  56.461540
 460.0  0.247176  56.601009
 461.0  0.246311  56.713856
 462.0  0.245213  56.857445
 463.0  0.244212  56.988659
 464.0  0.243192  57.122562
 465.0  0.242235  57.248608
 466.0  0.241351  57.365280
 467.0  0.240414  57.489223
 468.0  0.239409  57.622375
 469.0  0.238578  57.732754
 470.0  0.237834  57.831661
 471.0  0.236998  57.943172
 472.0  0.236200  58.049660
 473.0  0.235333  58.165726
 474.0  0.234502  58.277145
 475.0  0.233625  58.394951
 476.0  0.232897  58.492874
 477.0  0.232106  58.599518
 478.0  0.231283  58.710606
 479.0  0.230522  58.813660
 480.0  0.229758  58.917133
 481.0  0.229058  59.012173
 482.0  0.228277  59.118385
 483.0  0.227579  59.213470
 484.0  0.226904  59.305637
 485.0  0.226173  59.405510
 486.0  0.225479  59.500534
 487.0  0.224752  59.600246
 488.0  0.224040  59.697994
 489.0  0.223268  59.804237
 490.0  0.222494  59.910938
 491.0  0.221917  59.990585
 492.0  0.221197  60.090176
 493.0  0.220438  60.195168
 494.0  0.219793  60.284676
 495.0  0.219105  60.380280
 496.0  0.218501  60.464233
 497.0  0.217720  60.573139
 498.0  0.217141  60.653900
 499.0  0.216426  60.753841
 500.0  0.215682  60.858074
 501.0  0.215065  60.944569
 502.0  0.214330  61.047836
 503.0  0.213594  61.151333
 504.0  0.212863  61.254364
 505.0  0.212189  61.349468
 506.0  0.211594  61.433674
 507.0  0.210957  61.523788
 508.0  0.210331  61.612530
 509.0  0.209860  61.679333
 510.0  0.209190  61.774624
 511.0  0.208478  61.876022
 512.0  0.207745  61.980545
 513.0  0.207029  62.082691
 514.0  0.206363  62.177990
 515.0  0.205655  62.279434
 516.0  0.204956  62.379829
 517.0  0.204349  62.467079
 518.0  0.203750  62.553249
 519.0  0.202968  62.665936
 520.0  0.202383  62.750500
 521.0  0.201675  62.852844
 522.0  0.201023  62.947289
 523.0  0.200428  63.033566
 524.0  0.199728  63.135262
 525.0  0.199021  63.238163
 526.0  0.198302  63.342972
 527.0  0.197724  63.427269
 528.0  0.197149  63.511364
 529.0  0.196440  63.615070
 530.0  0.195793  63.709923
 531.0  0.195206  63.796127
 532.0  0.194597  63.885654
 533.0  0.193990  63.974922
 534.0  0.193307  64.075623
 535.0  0.192666  64.170296
 536.0  0.192025  64.265083
 537.0  0.191411  64.355972
 538.0  0.190815  64.444412
 539.0  0.190260  64.526810
 540.0  0.189623  64.621498
 541.0  0.189009  64.712967
 542.0  0.188342  64.812439
 543.0  0.187715  64.905998
 544.0  0.187250  64.975609
 545.0  0.186831  65.038254
 546.0  0.186397  65.103325
 547.0  0.185866  65.182983
 548.0  0.185358  65.259178
 549.0  0.184785  65.345467
 550.0  0.184374  65.407249
 551.0  0.183744  65.502281
 552.0  0.183387  65.556023
 553.0  0.182866  65.634834
 554.0  0.182298  65.720734
 555.0  0.181685  65.813431
 556.0  0.181048  65.910042
 557.0  0.180400  66.008484
 558.0  0.179727  66.110840
 559.0  0.179167  66.196167
 560.0  0.178545  66.291031
 561.0  0.177950  66.381981
 562.0  0.177343  66.474869
 563.0  0.176757  66.564552
 564.0  0.176194  66.650848
 565.0  0.175606  66.741234
 566.0  0.175129  66.814537
 567.0  0.174850  66.857407
 568.0  0.174481  66.914375
 569.0  0.173997  66.988914
 570.0  0.173723  67.031128
 571.0  0.173362  67.087013
 572.0  0.173016  67.140457
 573.0  0.172659  67.195580
 574.0  0.172395  67.236504
 575.0  0.171989  67.299431
 576.0  0.171582  67.362396
 577.0  0.171103  67.436882
 578.0  0.170710  67.497864
 579.0  0.170131  67.587860
 580.0  0.169622  67.667160
 581.0  0.169037  67.758453
 582.0  0.168572  67.830956
 583.0  0.168133  67.899506
 584.0  0.167716  67.964737
 585.0  0.167519  67.995651
 586.0  0.166783  68.110924
 587.0  0.166423  68.167465
 588.0  0.165967  68.239037
 589.0  0.165594  68.297691
 590.0  0.165219  68.356674
 591.0  0.164797  68.423111
 592.0  0.164450  68.477806
 593.0  0.164073  68.537300
 594.0  0.163779  68.583786
 595.0  0.163541  68.621277
 596.0  0.163040  68.700546
 597.0  0.162738  68.748291
 598.0  0.162406  68.800827
 599.0  0.162038  68.859245
 600.0  0.161745  68.905663
 601.0  0.161376  68.964302
 602.0  0.161001  69.023788
 603.0  0.160655  69.078812
 604.0  0.160384  69.121941
 605.0  0.160070  69.171883
 606.0  0.159766  69.220367
 607.0  0.159391  69.280212
 608.0  0.159118  69.323807
 609.0  0.158804  69.373932
 610.0  0.158509  69.420998
 611.0  0.158288  69.456413
 612.0  0.157965  69.507965
 613.0  0.157650  69.558449
 614.0  0.157347  69.607056
 615.0  0.157031  69.657745
 616.0  0.156730  69.706024
 617.0  0.156433  69.753738
 618.0  0.156197  69.791618
 619.0  0.155915  69.836868
 620.0  0.155678  69.874969
 621.0  0.155383  69.922470
 622.0  0.155177  69.955627
 623.0  0.154882  70.003189
 624.0  0.154670  70.037476
 625.0  0.154392  70.082283
 626.0  0.154171  70.117996
 627.0  0.153902  70.161392
 628.0  0.153636  70.204353
 629.0  0.153390  70.244171
 630.0  0.153177  70.278656
 631.0  0.152954  70.314682
 632.0  0.152682  70.358665
 633.0  0.152454  70.395699
 634.0  0.152235  70.431198
 635.0  0.151978  70.472954
 636.0  0.151819  70.498642
 637.0  0.151615  70.531746
 638.0  0.151424  70.562881
 639.0  0.151179  70.602638
 640.0  0.150975  70.635826
 641.0  0.150769  70.669319
 642.0  0.150548  70.705254
 643.0  0.150388  70.731361
 644.0  0.150189  70.763809
 645.0  0.149997  70.795029
 646.0  0.149808  70.825912
 647.0  0.149573  70.864182
 648.0  0.149415  70.889999
 649.0  0.149259  70.915535
 650.0  0.149022  70.954247
 651.0  0.148841  70.983818
 652.0  0.148666  71.012405
 653.0  0.148493  71.040710
 654.0  0.148333  71.066902
 655.0  0.148152  71.096443
 656.0  0.148012  71.119438
 657.0  0.147839  71.147690
 658.0  0.147672  71.175095
 659.0  0.147488  71.205193
 660.0  0.147315  71.233574
 661.0  0.147176  71.256393
 662.0  0.147019  71.282143
 663.0  0.146794  71.319069
 664.0  0.146628  71.346306
 665.0  0.146472  71.371986
 666.0  0.146280  71.403557
 667.0  0.146132  71.427963
 668.0  0.146003  71.449059
 669.0  0.145872  71.470634
 670.0  0.145722  71.495361
 671.0  0.145569  71.520638
 672.0  0.145429  71.543694
 673.0  0.145287  71.566986
 674.0  0.145116  71.595200
 675.0  0.144963  71.620422
 676.0  0.144793  71.648560
 677.0  0.144675  71.667992
 678.0  0.144543  71.689713
 679.0  0.144389  71.715157
 680.0  0.144255  71.737366
 681.0  0.144141  71.756096
 682.0  0.144066  71.768463
 683.0  0.143962  71.785645
 684.0  0.143814  71.810127
 685.0  0.143745  71.821579
 686.0  0.143623  71.841766
 687.0  0.143431  71.873543
 688.0  0.143331  71.890076
 689.0  0.143204  71.911095
 690.0  0.143061  71.934822
 691.0  0.143000  71.944939
 692.0  0.142899  71.961708
 693.0  0.142770  71.983002
 694.0  0.142667  72.000114
 695.0  0.142587  72.013275
 696.0  0.142534  72.022095
 697.0  0.142400  72.044380
 698.0  0.142334  72.055298
 699.0  0.142210  72.075905
 700.0  0.142073  72.098679
 701.0  0.141957  72.117943
 702.0  0.141819  72.140808
 703.0  0.141666  72.166275
 704.0  0.141535  72.188034
 705.0  0.141457  72.200912
 706.0  0.141376  72.214409
 707.0  0.141215  72.241234
 708.0  0.141101  72.260094
 709.0  0.141005  72.276199
 710.0  0.140963  72.283165
 711.0  0.140835  72.304375
 712.0  0.140831  72.305031
 713.0  0.140768  72.315674
 714.0  0.140652  72.334991
 715.0  0.140561  72.350060
 716.0  0.140467  72.365768
 717.0  0.140362  72.383209
 718.0  0.140206  72.409325
 719.0  0.140067  72.432365
 720.0  0.139998  72.443977
 721.0  0.139934  72.454536
 722.0  0.139886  72.462608
 723.0  0.139763  72.483139
 724.0  0.139698  72.494003
 725.0  0.139604  72.509727
 726.0  0.139575  72.514580
 727.0  0.139457  72.534271
 728.0  0.139348  72.552429
 729.0  0.139245  72.569618
 730.0  0.139136  72.587830
 731.0  0.139075  72.597992
 732.0  0.139026  72.606239
 733.0  0.138872  72.631996
 734.0  0.138881  72.630516
 735.0  0.138842  72.637039
 736.0  0.138734  72.655006
 737.0  0.138568  72.682793
 738.0  0.138546  72.686584
 739.0  0.138373  72.715462
 740.0  0.138333  72.722145
 741.0  0.138263  72.733864
 742.0  0.138092  72.762619
 743.0  0.138088  72.763275
 744.0  0.138028  72.773361
 745.0  0.137780  72.814888
 746.0  0.137827  72.807007
 747.0  0.137700  72.828278
 748.0  0.137633  72.839493
 749.0  0.137542  72.854851
 750.0  0.137469  72.867050
 751.0  0.137259  72.902260
 752.0  0.137026  72.941330
 753.0  0.137031  72.940529
 754.0  0.136894  72.963600
 755.0  0.136771  72.984207
 756.0  0.136564  73.018974
 757.0  0.136624  73.008995
 758.0  0.136516  73.027054
 759.0  0.136340  73.056709
 760.0  0.136130  73.092072
 761.0  0.136004  73.113258
 762.0  0.135890  73.132408
 763.0  0.135873  73.135262
 764.0  0.135741  73.157524
 765.0  0.135627  73.176765
 766.0  0.135520  73.194786
 767.0  0.135407  73.213852
 768.0  0.135355  73.222534
 769.0  0.135269  73.237007
 770.0  0.135160  73.255424
 771.0  0.135056  73.273064
 772.0  0.134966  73.288147
 773.0  0.134869  73.304527
 774.0  0.134796  73.316879
 775.0  0.134634  73.344254
 776.0  0.134575  73.354202
 777.0  0.134498  73.367172
 778.0  0.134328  73.395851
 779.0  0.134279  73.404175
 780.0  0.134242  73.410400
 781.0  0.134111  73.432571
 782.0  0.134012  73.449440
 783.0  0.133941  73.461357
 784.0  0.133848  73.477043
 785.0  0.133769  73.490479
 786.0  0.133666  73.507973
 787.0  0.133538  73.529587
 788.0  0.133521  73.532387
 789.0  0.133352  73.560997
 790.0  0.133236  73.580666
 791.0  0.133193  73.588058
 792.0  0.133192  73.588219
 793.0  0.133040  73.613853
 794.0  0.132911  73.635826
 795.0  0.132907  73.636490
 796.0  0.132824  73.650497
 797.0  0.132645  73.680893
 798.0  0.132690  73.673225
 799.0  0.132604  73.687790
 800.0  0.132547  73.697540
 801.0  0.132414  73.720139
 802.0  0.132375  73.726814
 803.0  0.132307  73.738289
 804.0  0.132227  73.751938
 805.0  0.132145  73.765739
 806.0  0.132081  73.776695
 807.0  0.132011  73.788567
 808.0  0.131995  73.791199
 809.0  0.131861  73.814026
 810.0  0.131735  73.835411
 811.0  0.131677  73.845337
 812.0  0.131647  73.850388
 813.0  0.131518  73.872383
 814.0  0.131533  73.869751
 815.0  0.131407  73.891327
 816.0  0.131295  73.910332
 817.0  0.131118  73.940361
 818.0  0.131180  73.929909
 819.0  0.131026  73.956093
 820.0  0.130900  73.977638
 821.0  0.130831  73.989334
 822.0  0.130678  74.015312
 823.0  0.130649  74.020393
 824.0  0.130561  74.035271
 825.0  0.130396  74.063416
 826.0  0.130343  74.072464
 827.0  0.130130  74.108788
 828.0  0.130133  74.108360
 829.0  0.129987  74.133263
 830.0  0.129872  74.152924
 831.0  0.129711  74.180305
 832.0  0.129593  74.200607
 833.0  0.129438  74.226967
 834.0  0.129524  74.212318
 835.0  0.129365  74.239456
 836.0  0.129308  74.249298
 837.0  0.129196  74.268318
 838.0  0.129123  74.280838
 839.0  0.129027  74.297356
 840.0  0.128803  74.335663
 841.0  0.128751  74.344582
 842.0  0.128716  74.350563
 843.0  0.128603  74.369911
 844.0  0.128518  74.384407
 845.0  0.128477  74.391411
 846.0  0.128461  74.394249
 847.0  0.128304  74.421082
 848.0  0.128109  74.454430
 849.0  0.128162  74.445358
 850.0  0.128184  74.441658
 851.0  0.128288  74.423782
 852.0  0.128175  74.443230
 853.0  0.128055  74.463814
 854.0  0.127922  74.486588
 855.0  0.127773  74.512207
 856.0  0.127772  74.512268
 857.0  0.127623  74.537918
 858.0  0.127548  74.550812
 859.0  0.127455  74.566757
 860.0  0.127331  74.587944
 861.0  0.127170  74.615646
 862.0  0.127077  74.631668
 863.0  0.126978  74.648628
 864.0  0.126860  74.668961
 865.0  0.126762  74.685791
 866.0  0.126678  74.700180
 867.0  0.126658  74.703606
 868.0  0.126595  74.714516
 869.0  0.126490  74.732643
 870.0  0.126366  74.753960
 871.0  0.126186  74.784950
 872.0  0.126151  74.790909
 873.0  0.126139  74.793083
 874.0  0.126052  74.807991
 875.0  0.125955  74.824623
 876.0  0.125909  74.832573
 877.0  0.125816  74.848701
 878.0  0.125614  74.883408
 879.0  0.125529  74.898125
 880.0  0.125401  74.920273
 881.0  0.125345  74.929893
 882.0  0.125229  74.949951
 883.0  0.125150  74.963570
 884.0  0.125065  74.978142
 885.0  0.125007  74.988205
 886.0  0.124924  75.002594
 887.0  0.124852  75.015030
 888.0  0.124658  75.048523
 889.0  0.124578  75.062302
 890.0  0.124547  75.067596
 891.0  0.124471  75.080849
 892.0  0.124466  75.081757
 893.0  0.124294  75.111458
 894.0  0.124252  75.118713
 895.0  0.124151  75.136246
 896.0  0.124119  75.141708
 897.0  0.124134  75.139091
 898.0  0.124076  75.149117
 899.0  0.124058  75.152229
 900.0  0.123952  75.170616
 901.0  0.123850  75.188232
 902.0  0.123735  75.208115
 903.0  0.123676  75.218437
 904.0  0.123677  75.218124
 905.0  0.123522  75.245094
 906.0  0.123569  75.236977
 907.0  0.123598  75.231918
 908.0  0.123360  75.273193
 909.0  0.123199  75.301025
 910.0  0.123253  75.291603
 911.0  0.123163  75.307266
 912.0  0.122990  75.337227
 913.0  0.122931  75.347610
 914.0  0.122795  75.371048
 915.0  0.122640  75.398109
 916.0  0.122582  75.408028
 917.0  0.122504  75.421623
 918.0  0.122349  75.448540
 919.0  0.122253  75.465279
 920.0  0.122181  75.477684
 921.0  0.122103  75.491364
 922.0  0.122004  75.508484
 923.0  0.121895  75.527489
 924.0  0.121872  75.531471
 925.0  0.121762  75.550629
 926.0  0.121720  75.557953
 927.0  0.121656  75.569069
 928.0  0.121573  75.583549
 929.0  0.121437  75.607224
 930.0  0.121420  75.610146
 931.0  0.121387  75.615791
 932.0  0.121259  75.638153
 933.0  0.121245  75.640663
 934.0  0.121151  75.657005
 935.0  0.121051  75.674431
 936.0  0.121029  75.678276
 937.0  0.120928  75.695847
 938.0  0.120899  75.700859
 939.0  0.120829  75.713013
 940.0  0.120826  75.713615
 941.0  0.120793  75.719330
 942.0  0.120630  75.747772
 943.0  0.120640  75.746063
 944.0  0.120561  75.759911
 945.0  0.120393  75.789116
 946.0  0.120300  75.805428
 947.0  0.120236  75.816582
 948.0  0.120115  75.837708
 949.0  0.120145  75.832443
 950.0  0.120304  75.804718
 951.0  0.120293  75.806656
 952.0  0.120183  75.825737
 953.0  0.120235  75.816704
 954.0  0.120181  75.826180
 955.0  0.120140  75.833313
 956.0  0.120132  75.834671
 957.0  0.120130  75.835045
 958.0  0.119948  75.866814
 959.0  0.119906  75.874252
 960.0  0.119837  75.886307
 961.0  0.119813  75.890350
 962.0  0.119665  75.916290
 963.0  0.119617  75.924606
 964.0  0.119632  75.922127
 965.0  0.119444  75.954971
 966.0  0.119405  75.961792
 967.0  0.119323  75.976059
 968.0  0.119238  75.991013
 969.0  0.119022  76.028732
 970.0  0.118999  76.032799
 971.0  0.118913  76.047874
 972.0  0.118692  76.086601
 973.0  0.118721  76.081406
 974.0  0.118597  76.103165
 975.0  0.118474  76.124748
 976.0  0.118466  76.126190
 977.0  0.118479  76.123894
 978.0  0.118345  76.147316
 979.0  0.118320  76.151855
 980.0  0.118254  76.163376
 981.0  0.118145  76.182503
 982.0  0.118143  76.182838
 983.0  0.117998  76.208168
 984.0  0.118025  76.203590
 985.0  0.117935  76.219383
 986.0  0.117808  76.241646
 987.0  0.117788  76.245163
 988.0  0.117729  76.255394
 989.0  0.117645  76.270172
 990.0  0.117647  76.269905
 991.0  0.117533  76.289879
 992.0  0.117487  76.298019
 993.0  0.117365  76.319412
 994.0  0.117344  76.323135
 995.0  0.117164  76.354698
 996.0  0.117134  76.360062
 997.0  0.117092  76.367439
 998.0  0.116888  76.403336
 999.0  0.116931  76.395782
1000.0  0.116878  76.405052
1001.0  0.116764  76.425026
1002.0  0.116765  76.424980
1003.0  0.116634  76.448036
1004.0  0.116582  76.457123
1005.0  0.116508  76.470139
1006.0  0.116560  76.461090
1007.0  0.116518  76.468353
1008.0  0.116417  76.486137
1009.0  0.116346  76.498627
1010.0  0.116290  76.508598
1011.0  0.116287  76.509171
1012.0  0.116312  76.504654
1013.0  0.116200  76.524460
1014.0  0.116250  76.515533
1015.0  0.116150  76.533157
1016.0  0.116114  76.539520
1017.0  0.116131  76.536537
1018.0  0.115951  76.568291
1019.0  0.115891  76.578880
1020.0  0.115717  76.609535
1021.0  0.115508  76.646362
1022.0  0.115066  76.724434
1023.0  0.114734  76.783173
1024.0  0.114220  76.874130
1025.0  0.114574  76.811462
1026.0  0.114681  76.792473
1027.0  0.114748  76.780769
1028.0  0.114810  76.769753
1029.0  0.114703  76.788658
1030.0  0.114653  76.797508
1031.0  0.114688  76.791290
1032.0  0.114564  76.813278
1033.0  0.114666  76.795273
1034.0  0.114680  76.792702
1035.0  0.114473  76.829285
1036.0  0.114466  76.830635
1037.0  0.114476  76.828773
1038.0  0.114437  76.835754
1039.0  0.114228  76.872635
1040.0  0.114297  76.860397
1041.0  0.114219  76.874237
1042.0  0.114135  76.889153
1043.0  0.114163  76.884155
1044.0  0.113930  76.925529
1045.0  0.113848  76.939995
1046.0  0.113899  76.931023
1047.0  0.113659  76.973457
1048.0  0.113712  76.963989
1049.0  0.113576  76.988228
1050.0  0.113486  77.004181
1051.0  0.113464  77.008026
1052.0  0.113399  77.019569
1053.0  0.113431  77.013885
1054.0  0.113352  77.027939
1055.0  0.113321  77.033417
1056.0  0.113252  77.045685
1057.0  0.113304  77.036316
1058.0  0.113225  77.050507
1059.0  0.113239  77.047859
1060.0  0.113220  77.051247
1061.0  0.113264  77.043549
1062.0  0.113208  77.053360
1063.0  0.113158  77.062370
1064.0  0.113098  77.072884
1065.0  0.113244  77.047119
1066.0  0.113180  77.058372
1067.0  0.113213  77.052597
1068.0  0.113231  77.049324
1069.0  0.113295  77.037964
1070.0  0.113144  77.064743
1071.0  0.113109  77.070999
1072.0  0.113213  77.052620
1073.0  0.113068  77.078323
1074.0  0.113127  77.067848
1075.0  0.112910  77.106277
1076.0  0.113343  77.029572
1077.0  0.110488  77.537529
1078.0  0.110431  77.547722
1079.0  0.112789  77.127869
1080.0  0.112802  77.125435
1081.0  0.112833  77.120033
1082.0  0.112894  77.109154
1083.0  0.112709  77.142052
1084.0  0.112849  77.117111
1085.0  0.112669  77.149124
1086.0  0.112646  77.153214
1087.0  0.112853  77.116455
1088.0  0.113197  77.055351
1089.0  0.113297  77.037666
1090.0  0.114082  76.898567
1091.0  0.115665  76.618790
1092.0  0.116663  76.442810
1093.0  0.115468  76.653542
1094.0  0.114536  76.818192
1095.0  0.115336  76.676773
1096.0  0.115727  76.607834
1097.0  0.115762  76.601585
1098.0  0.115875  76.581635
1099.0  0.116594  76.454987
1100.0  0.116520  76.468124
